Nome,Sexo,Idade,Profissao,Salario,EC
Rafael,M,,Veterinário,7340.37,Solteiro
Pedro,M,,Gerente de Vendas,10221.29,Casado
Gabriela,F,,Engenheiro de Petróleo,11653.22,Divorciado
João,F,42.0,Consultor,,Divorciado
Aline,M,,Diretor Executivo (CEO),4637.79,Casado
Juliana,F,,Farmacêutico,3623.32,Divorciado
Raquel,F,65.0,Advogado,,Viúvo
Juliana,F,21.0,Engenheiro,,Solteiro
Joao,M,,Médico,16673.53,Casado
Matheus,F,57.0,Consultor,,Casado
Bruna,F,,Consultor,13348.46,Casado
Francisco,M,36.0,Gerente,,Casado
Daniel,F,,Advogado,7896.05,Solteiro
Fatima,F,26.0,Veterinário,,Viúvo
Marcos,M,27.0,Médico,,Solteiro
Adriana,F,56.0,Diretor (CTO),,Viúvo
Amanda,F,43.0,Programador,,Divorciado
Luana,F,,Dentista,19820.92,Viúvo
Francisco,M,,Diretor (CTO),8187.04,Divorciado
Adriana,F,51.0,Arquiteto,,Divorciado
Renata,M,,Piloto,13715.17,Solteiro
Antonio,M,,Diretor (CTO),6235.39,Casado
Francisco,F,,Dentista,20212.74,Divorciado
Lucas,F,29.0,Gerente,,Divorciado
Bruna,F,,Arquiteto,20889.13,Viúvo
José,M,,Cientista de Dados,19691.1,Solteiro
Gabriel,M,24.0,Cientista de Dados,,Viúvo
Pedro,F,65.0,Engenheiro de Petróleo,,Divorciado
Marcelo,F,,Dentista,18725.86,Viúvo
Larissa,F,25.0,Cientista de Dados,,Solteiro
Fatima,F,,Gerente,13039.33,Solteiro
Marcos,M,,Gerente,17097.88,Divorciado
Jose,M,37.0,Analista de Sistemas,,Divorciado
Luciana,M,53.0,Engenheiro de Petróleo,,Casado
Guilherme,M,,Arquiteto,7488.8,Solteiro
Jessica,F,43.0,Advogado,,Viúvo
Jessica,M,50.0,Piloto,,Divorciado
Carlos,M,,Gerente,17650.79,Solteiro
Rodrigo,M,,Analista de Sistemas,9667.89,Casado
Felipe,M,,Médico,18078.37,Viúvo
Marcia,F,,Veterinário,15552.46,Solteiro
Bruna,F,,Engenheiro de Petróleo,16552.34,Casado
Antonio,F,43.0,Gerente de TI,,Solteiro
Vanessa,F,,Advogado,11977.57,Divorciado
Carlos,F,,Dentista,17111.69,Solteiro
Gabriel,F,,Diretor Executivo (CEO),11223.15,Solteiro
Patricia,F,37.0,Consultor,,Solteiro
Antonio,M,,Piloto,14523.24,Divorciado
Diego,F,,Consultor,22029.33,Viúvo
Eliane,M,,Diretor Executivo (CEO),18211.85,Viúvo
Ana,F,32.0,Piloto,,Viúvo
Thiago,M,65.0,Programador,,Solteiro
Juliana,F,,Engenheiro de Petróleo,4227.63,Solteiro
Jessica,F,,Engenheiro de Petróleo,15401.9,Casado
Ana,M,,Gerente,19169.03,Casado
Marcia,M,41.0,Engenheiro de Petróleo,,Divorciado
Matheus,M,,Diretor Executivo (CEO),15726.73,Viúvo
Vanessa,F,57.0,Médico,,Casado
Marcos,F,,Diretor (CTO),13794.18,Viúvo
Carlos,F,,Piloto,6729.3,Viúvo
Thiago,F,,Gerente de Vendas,16127.06,Divorciado
Gustavo,M,32.0,Analista de Sistemas,,Divorciado
Camila,M,,Gerente de Vendas,20152.78,Viúvo
Bruna,M,,Gerente de TI,7931.63,Divorciado
Pedro,F,,Gerente de TI,12526.43,Casado
José,F,,Gerente,12034.89,Casado
Joao,F,,Gerente,13105.64,Viúvo
Fatima,F,49.0,Diretor (CTO),,Viúvo
Carlos,F,48.0,Engenheiro,,Divorciado
Fernando,M,,Farmacêutico,16615.85,Solteiro
Jose,F,55.0,Cientista de Dados,,Solteiro
Adriana,M,19.0,Gerente de TI,,Casado
Pedro,M,,Gerente de TI,19734.02,Solteiro
Marcos,M,,Veterinário,14222.73,Casado
Matheus,F,,Gerente,16997.65,Solteiro
Ana,F,,Dentista,,Divorciado
Lucas,M,,Veterinário,11326.56,Viúvo
Eduardo,M,20.0,Programador,,Solteiro
Carlos,F,35.0,Gerente,,Viúvo
Jessica,M,,Médico,8925.35,Casado
Raquel,F,,Cientista de Dados,8773.03,Solteiro
Joao,M,,Cientista de Dados,18912.24,Casado
José,M,,Médico,3578.82,Divorciado
Gustavo,F,33.0,Engenheiro,,Divorciado
Paulo,F,61.0,Dentista,,Divorciado
Luiz,M,,Diretor Executivo (CEO),16978.16,Casado
Ricardo,F,43.0,Farmacêutico,,Divorciado
Fernanda,F,20.0,Gerente de Vendas,,Solteiro
Luciana,F,20.0,Engenheiro,,Divorciado
Leonardo,F,55.0,Engenheiro de Petróleo,,Casado
Maria,F,,Gerente,22547.35,Viúvo
Jessica,F,,Engenheiro de Petróleo,12171.92,Viúvo
Fernanda,M,,Gerente,10310.86,Casado
Ana,M,20.0,Médico,,Casado
Luana,F,,Engenheiro de Petróleo,19391.14,Casado
Antonio,M,,Cientista de Dados,14929.33,Divorciado
Ana Paula,F,,Arquiteto,17293.41,Casado
Renata,M,20.0,Programador,,Viúvo
Jessica,F,18.0,Arquiteto,,Viúvo
Camila,F,57.0,Engenheiro de Petróleo,,Divorciado
Jose,F,,Analista de Sistemas,8975.55,Casado
Marcos,F,37.0,Diretor (CTO),,Viúvo
Marcia,F,,Dentista,14804.35,Solteiro
Sandra,M,27.0,Gerente,,Divorciado
Pedro,M,,Dentista,15035.51,Divorciado
Carlos,M,29.0,Arquiteto,,Solteiro
Ana,F,25.0,Farmacêutico,,Viúvo
Diego,M,50.0,Gerente,,Casado
Carla,F,46.0,Farmacêutico,,Divorciado
Gustavo,M,,Médico,5262.32,Casado
Adriana,F,39.0,Veterinário,,Casado
Carla,F,59.0,Médico,,Divorciado
Daniel,M,64.0,Gerente,,Solteiro
Daniel,M,,Advogado,19800.36,Divorciado
Raquel,F,28.0,Arquiteto,,Divorciado
Bruna,M,,Consultor,20297.55,Solteiro
Marcia,M,39.0,Engenheiro de Petróleo,,Solteiro
Felipe,F,,Gerente,7528.87,Solteiro
Eliane,M,,Gerente,13659.86,Divorciado
Raquel,F,47.0,Gerente,,Casado
Felipe,F,24.0,Diretor (CTO),,Casado
Ricardo,M,57.0,Cientista de Dados,,Viúvo
Mariana,F,,Advogado,21545.48,Divorciado
Amanda,M,,Consultor,5339.36,Divorciado
Claudia,F,53.0,Cientista de Dados,,Divorciado
Leonardo,M,27.0,Gerente de TI,,Solteiro
Marcelo,M,55.0,Piloto,,Casado
Guilherme,F,19.0,Diretor Executivo (CEO),,Solteiro
João,M,,Engenheiro de Petróleo,,Casado
Larissa,M,52.0,Advogado,,Solteiro
Rafael,F,,Programador,17126.07,Casado
Luciana,F,56.0,Diretor Executivo (CEO),,Divorciado
Thiago,M,,Analista de Sistemas,6707.41,Viúvo
Vanessa,F,25.0,Piloto,,Casado
Antonio,F,54.0,Veterinário,,Divorciado
Ricardo,F,,Engenheiro de Petróleo,15776.46,Solteiro
Larissa,M,23.0,Arquiteto,,Solteiro
Luana,F,,Gerente,3914.62,Divorciado
Ricardo,F,,Gerente,6623.02,Divorciado
Ana,M,,Consultor,14042.15,Viúvo
Luana,M,39.0,Gerente,,Casado
Rodrigo,F,,Farmacêutico,16672.7,Divorciado
Gabriel,M,44.0,Gerente de TI,,Viúvo
Raquel,M,,Analista de Sistemas,5212.94,Divorciado
Joao,F,50.0,Gerente,,Solteiro
Anderson,M,28.0,Gerente de TI,,Viúvo
Ana,M,27.0,Gerente,,Casado
Maria,F,,Dentista,15968.15,Divorciado
Thiago,F,40.0,Arquiteto,,Casado
Leandro,F,29.0,Diretor (CTO),,Casado
José,F,28.0,Veterinário,,Divorciado
Camila,F,60.0,Dentista,,Viúvo
Fernando,M,31.0,Programador,,Solteiro
Beatriz,M,,Piloto,5574.85,Solteiro
Jose,F,36.0,Piloto,,Casado
Paula,F,18.0,Farmacêutico,,Divorciado
Ana Paula,F,36.0,Veterinário,,Divorciado
Thiago,F,47.0,Dentista,,Casado
Carlos,M,28.0,Gerente de Vendas,,Divorciado
Luiz,M,43.0,Dentista,,Divorciado
Ana,F,61.0,Cientista de Dados,,Casado
Raquel,F,,Gerente,18687.15,Viúvo
Ana Paula,M,,Dentista,19026.89,Solteiro
Luana,F,,Piloto,21321.87,Divorciado
Rafael,M,35.0,Veterinário,,Viúvo
Bruna,F,,Diretor (CTO),20377.66,Divorciado
Marcos,M,34.0,Gerente,,Casado
Leandro,F,20.0,Médico,,Casado
Aline,F,,Piloto,10079.49,Solteiro
Adriana,M,,Médico,7793.42,Solteiro
Francisco,F,21.0,Gerente,,Casado
Eliane,M,25.0,Diretor Executivo (CEO),,Casado
Vanessa,M,30.0,Farmacêutico,,Viúvo
Juliana,F,32.0,Veterinário,,Divorciado
Patricia,M,,Gerente de TI,6294.43,Casado
Ricardo,M,63.0,Dentista,,Viúvo
Marcia,M,20.0,Gerente,,Divorciado
Joao,F,,Dentista,11161.74,Viúvo
Gustavo,M,47.0,Dentista,,Viúvo
Leonardo,M,,Gerente de Vendas,22178.96,Divorciado
Camila,M,,Gerente,20607.63,Casado
Eduardo,M,46.0,Dentista,,Divorciado
Luana,F,,Advogado,12593.58,Solteiro
Eliane,M,52.0,Diretor (CTO),,Divorciado
Thiago,F,,Gerente de TI,12156.94,Casado
Francisco,M,18.0,Analista de Sistemas,,Viúvo
Marcos,F,,Diretor (CTO),8715.13,Casado
Daniel,M,,Engenheiro,21760.06,Viúvo
Paulo,F,21.0,Gerente,,Casado
Vanessa,M,32.0,Farmacêutico,,Divorciado
Luana,M,55.0,Gerente de TI,,Casado
Bruno,M,,Dentista,,Divorciado
Claudia,F,21.0,Farmacêutico,,Divorciado
Anderson,F,,Veterinário,21598.01,Divorciado
Jose,F,39.0,Cientista de Dados,,Viúvo
Luiz,M,58.0,Advogado,,Viúvo
Renata,M,,Programador,20119.49,Casado
Antonio,M,31.0,Gerente,,Casado
Paula,F,,Diretor Executivo (CEO),5798.69,Casado
Paulo,F,61.0,Analista de Sistemas,,Casado
Eduardo,M,,Veterinário,10700.02,Casado
Leonardo,M,40.0,Dentista,,Solteiro
José,F,,Médico,18688.83,Viúvo
Luana,F,44.0,Diretor (CTO),,Casado
Marcelo,F,,Gerente,16857.84,Viúvo
Antonio,F,,Farmacêutico,5493.93,Divorciado
Leonardo,M,35.0,Farmacêutico,,Casado
Fernando,F,,Farmacêutico,22291.59,Casado
Claudia,F,,Advogado,7016.99,Divorciado
Guilherme,F,,Arquiteto,9481.81,Casado
Bruno,M,,Diretor Executivo (CEO),13201.67,Solteiro
Marcia,M,,Gerente,21039.33,Viúvo
Claudia,F,,Diretor Executivo (CEO),7220.0,Casado
Luciana,F,33.0,Gerente de TI,,Casado
Eduardo,M,46.0,Diretor Executivo (CEO),,Solteiro
Guilherme,F,37.0,Gerente,,Casado
Bruna,F,20.0,Diretor Executivo (CEO),,Solteiro
Fernanda,M,,Piloto,15740.34,Solteiro
Felipe,F,38.0,Dentista,,Casado
Rafael,M,60.0,Veterinário,,Viúvo
Gabriel,F,46.0,Veterinário,,Solteiro
Francisco,M,,Engenheiro de Petróleo,7549.75,Solteiro
Francisco,M,,Analista de Sistemas,4661.36,Viúvo
Aline,F,39.0,Gerente de Vendas,,Divorciado
Jose,M,,Advogado,15281.14,Casado
Fernanda,M,,Gerente,17481.05,Casado
Carlos,F,65.0,Médico,,Viúvo
Amanda,F,,Engenheiro de Petróleo,8207.31,Solteiro
Luana,M,37.0,Engenheiro,,Viúvo
Vanessa,M,,Arquiteto,10821.88,Viúvo
Aline,F,,Gerente de TI,22062.08,Divorciado
Eduardo,M,44.0,Diretor (CTO),,Casado
Paula,M,,Diretor Executivo (CEO),12722.74,Divorciado
Antonio,M,21.0,Piloto,,Casado
Antonio,F,,Farmacêutico,8024.19,Divorciado
Aline,F,60.0,Gerente de TI,,Viúvo
Jose,M,,Consultor,11789.38,Viúvo
Marcia,M,29.0,Gerente,,Casado
Marcos,M,29.0,Farmacêutico,,Solteiro
Fernando,F,,Advogado,3585.32,Viúvo
Sandra,M,54.0,Dentista,,Casado
Eduardo,M,,Gerente,,Viúvo
Fernando,M,,Cientista de Dados,5138.33,Divorciado
Fabiana,M,,Piloto,3395.88,Viúvo
Fatima,F,,Cientista de Dados,4768.28,Solteiro
João,F,,Dentista,11292.53,Divorciado
Aline,M,62.0,Farmacêutico,,Solteiro
Francisco,M,22.0,Gerente de TI,,Divorciado
Ana,F,,Piloto,6034.73,Divorciado
Bruna,M,,Farmacêutico,17782.8,Divorciado
Paula,F,45.0,Cientista de Dados,,Divorciado
Joao,F,,Piloto,17358.78,Divorciado
Rodrigo,F,44.0,Médico,,Solteiro
Luana,F,57.0,Analista de Sistemas,,Divorciado
Francisco,M,,Médico,3239.7,Solteiro
Eliane,F,,Arquiteto,5970.14,Divorciado
Marcos,M,24.0,Farmacêutico,,Viúvo
João,M,,Cientista de Dados,13918.91,Casado
Thiago,M,50.0,Gerente,,Solteiro
Leonardo,F,,Veterinário,18772.68,Casado
Francisca,F,,Diretor (CTO),10914.07,Casado
Renata,M,,Diretor (CTO),20210.82,Divorciado
Lucas,M,,Engenheiro,22906.66,Solteiro
Rodrigo,M,19.0,Advogado,,Solteiro
João,F,,Gerente,9929.08,Solteiro
Jessica,M,62.0,Veterinário,,Divorciado
Daniel,F,40.0,Diretor (CTO),,Viúvo
Marcia,M,32.0,Gerente,,Solteiro
Marcia,F,31.0,Gerente,,Casado
Eduardo,M,,Gerente,15999.42,Solteiro
Ana Paula,F,,Gerente,13876.3,Casado
Gabriela,F,37.0,Gerente,,Viúvo
Paulo,F,51.0,Gerente,,Casado
Larissa,F,,Consultor,4946.15,Divorciado
Antonio,F,,Gerente,12996.93,Divorciado
Ana Paula,F,,Veterinário,13677.16,Viúvo
Paulo,M,,Analista de Sistemas,6143.57,Solteiro
Matheus,F,25.0,Gerente,,Divorciado
Paula,M,35.0,Veterinário,,Viúvo
Eduardo,F,46.0,Gerente,,Viúvo
Leandro,M,41.0,Engenheiro de Petróleo,,Viúvo
João,F,56.0,Gerente,,Casado
Fernanda,M,,Arquiteto,3943.5,Divorciado
Claudia,M,53.0,Diretor Executivo (CEO),,Divorciado
Leandro,F,,Gerente,13077.52,Solteiro
Raquel,M,46.0,Consultor,,Solteiro
Matheus,F,58.0,Engenheiro,,Viúvo
Claudia,M,50.0,Cientista de Dados,,Solteiro
Fabiana,F,46.0,Farmacêutico,,Solteiro
Luana,M,,Engenheiro de Petróleo,17858.04,Viúvo
Antonio,M,20.0,Programador,,Viúvo
Francisca,M,,Engenheiro,12061.32,Divorciado
João,M,,Analista de Sistemas,18557.45,Solteiro
Marcelo,F,,Cientista de Dados,13760.22,Casado
Fabiana,M,54.0,Veterinário,,Casado
Patricia,M,,Farmacêutico,15521.14,Casado
Rafael,M,62.0,Advogado,,Casado
Felipe,F,,Gerente,11673.3,Solteiro
Luciana,M,,Consultor,20104.02,Casado
Jose,F,,Programador,16482.7,Solteiro
Pedro,F,47.0,Arquiteto,,Divorciado
Marcia,M,,Diretor (CTO),9393.63,Solteiro
Adriana,M,28.0,Consultor,,Casado
Marcelo,M,,Dentista,16200.75,Viúvo
Lucas,F,,Gerente de TI,6285.27,Solteiro
Claudia,M,24.0,Gerente,,Divorciado
Luiz,F,,Piloto,6219.24,Divorciado
Antonio,M,54.0,Consultor,,Divorciado
Jessica,M,,Gerente de Vendas,22506.7,Casado
Joao,F,58.0,Gerente,,Viúvo
Gustavo,F,,Advogado,17995.61,Divorciado
Leonardo,F,,Arquiteto,10606.04,Divorciado
Jessica,F,,Gerente de TI,17955.0,Solteiro
Carlos,M,,Gerente de TI,14064.89,Casado
Mariana,F,,Diretor Executivo (CEO),12081.74,Viúvo
Gustavo,F,,Cientista de Dados,13107.5,Divorciado
Fabiana,F,23.0,Piloto,,Casado
Claudia,F,43.0,Gerente de Vendas,,Solteiro
Patricia,M,,Gerente de Vendas,15210.15,Divorciado
Matheus,M,26.0,Programador,,Divorciado
José,F,,Dentista,9026.22,Divorciado
Camila,F,25.0,Gerente de TI,,Solteiro
Matheus,M,31.0,Arquiteto,,Solteiro
Ana,F,42.0,Diretor Executivo (CEO),,Viúvo
Marcia,M,26.0,Diretor Executivo (CEO),,Solteiro
Carla,F,22.0,Arquiteto,,Viúvo
Maria,M,,Gerente,6267.39,Viúvo
Eduardo,F,,Veterinário,6118.38,Viúvo
Fabiana,M,53.0,Diretor (CTO),,Divorciado
Fernanda,F,,Gerente de Vendas,5915.22,Divorciado
Joao,M,48.0,Farmacêutico,,Casado
Patricia,M,,Gerente de Vendas,15543.27,Divorciado
Larissa,M,,Arquiteto,10500.54,Casado
Eliane,M,23.0,Veterinário,,Casado
Eliane,F,,Diretor (CTO),14875.95,Divorciado
Jessica,F,,Programador,14570.59,Casado
Bruno,M,22.0,Diretor (CTO),,Viúvo
Vanessa,F,27.0,Gerente de Vendas,,Divorciado
Gustavo,F,,Programador,15049.17,Casado
Fernando,M,,Médico,19012.83,Viúvo
Jose,F,,Arquiteto,6929.77,Solteiro
Antonio,F,34.0,Advogado,,Casado
Luciana,M,63.0,Advogado,,Divorciado
Diego,F,58.0,Engenheiro,,Divorciado
Gustavo,M,61.0,Gerente,,Divorciado
Ricardo,F,62.0,Médico,,Casado
Juliana,F,,Médico,17235.32,Casado
Paulo,M,,Diretor Executivo (CEO),18334.25,Viúvo
Claudia,F,58.0,Cientista de Dados,,Casado
Patricia,F,58.0,Arquiteto,,Viúvo
Renata,M,19.0,Diretor (CTO),,Solteiro
Beatriz,F,34.0,Médico,,Solteiro
Raquel,M,,Arquiteto,20820.26,Solteiro
Fernando,M,57.0,Arquiteto,,Viúvo
João,F,30.0,Gerente,,Divorciado
Fernanda,M,,Analista de Sistemas,5107.06,Solteiro
Gabriel,F,54.0,Gerente de TI,,Viúvo
Guilherme,M,,Engenheiro,20705.76,Solteiro
Gabriel,M,,Gerente de TI,3567.57,Viúvo
Beatriz,M,29.0,Advogado,,Divorciado
Beatriz,M,,Analista de Sistemas,17464.84,Divorciado
Fatima,M,,Gerente,15928.23,Divorciado
Maria,M,49.0,Médico,,Viúvo
Francisca,F,,Piloto,11359.27,Solteiro
Marcos,F,65.0,Piloto,,Divorciado
Juliana,F,32.0,Gerente de Vendas,,Divorciado
Camila,F,,Engenheiro de Petróleo,16966.44,Viúvo
Jessica,M,,Analista de Sistemas,13880.83,Viúvo
Rafael,M,47.0,Piloto,,Solteiro
Fatima,F,,Gerente,21665.14,Casado
Gustavo,M,28.0,Gerente,,Divorciado
Leandro,F,,Gerente,16400.56,Divorciado
Paula,M,,Diretor Executivo (CEO),15297.16,Viúvo
Rodrigo,M,,Farmacêutico,18113.52,Solteiro
Renata,M,40.0,Cientista de Dados,,Viúvo
Anderson,F,62.0,Dentista,,Viúvo
Fatima,M,,Advogado,9622.61,Solteiro
Vanessa,F,,Médico,16727.52,Divorciado
Antonio,M,30.0,Programador,,Divorciado
João,M,59.0,Cientista de Dados,,Casado
Eduardo,F,29.0,Advogado,,Casado
Francisca,F,26.0,Gerente,,Casado
Gabriel,M,,Gerente de Vendas,8990.57,Solteiro
Amanda,M,,Gerente de Vendas,17798.26,Solteiro
Renata,F,26.0,Cientista de Dados,,Viúvo
Pedro,F,,Arquiteto,22108.93,Casado
Juliana,F,63.0,Advogado,,Casado
Pedro,F,,Engenheiro de Petróleo,8726.59,Divorciado
Francisca,F,,Dentista,9074.3,Viúvo
Gabriel,M,,Veterinário,16381.11,Divorciado
Bruna,F,59.0,Advogado,,Divorciado
Vanessa,F,64.0,Gerente de TI,,Divorciado
Renata,M,36.0,Gerente,,Divorciado
Luiz,M,,Diretor Executivo (CEO),7842.46,Viúvo
Pedro,M,,Veterinário,8122.58,Viúvo
Carla,M,,Gerente,17215.07,Casado
Diego,F,28.0,Veterinário,,Casado
Ricardo,M,,Gerente,6447.01,Solteiro
Joao,M,24.0,Gerente,,Viúvo
Aline,M,53.0,Programador,,Viúvo
Rafael,M,,Engenheiro de Petróleo,13098.52,Viúvo
Pedro,F,43.0,Engenheiro,,Casado
Beatriz,M,,Engenheiro,22798.22,Solteiro
Lucas,M,,Cientista de Dados,17442.83,Solteiro
Juliana,F,42.0,Veterinário,,Viúvo
Ricardo,F,26.0,Farmacêutico,,Divorciado
Claudia,M,,Engenheiro de Petróleo,17511.63,Solteiro
João,M,,Engenheiro de Petróleo,16740.32,Solteiro
Adriana,M,,Engenheiro de Petróleo,4093.16,Viúvo
Maria,F,29.0,Gerente de Vendas,,Casado
Maria,F,52.0,Médico,,Viúvo
Carla,M,,Gerente,5080.13,Divorciado
Gabriel,M,,Diretor (CTO),16720.64,Divorciado
Adriana,M,,Dentista,13278.69,Solteiro
Juliana,F,28.0,Gerente,,Viúvo
Maria,M,,Gerente,7776.56,Solteiro
Amanda,F,,Dentista,10694.18,Divorciado
Amanda,F,34.0,Consultor,,Casado
Ana Paula,M,,Dentista,8417.92,Viúvo
Fatima,F,,Cientista de Dados,4611.44,Solteiro
Luiz,F,38.0,Diretor Executivo (CEO),,Viúvo
Marcia,M,,Gerente,14594.57,Solteiro
Lucas,M,36.0,Cientista de Dados,,Solteiro
Eliane,M,,Programador,15011.68,Solteiro
Marcia,F,33.0,Veterinário,,Divorciado
Ricardo,M,,Médico,14591.58,Casado
Francisca,M,37.0,Médico,,Casado
Anderson,M,,Engenheiro,9927.83,Divorciado
Camila,F,31.0,Farmacêutico,,Solteiro
Guilherme,F,,Farmacêutico,12515.61,Viúvo
Marcelo,F,,Arquiteto,3893.14,Divorciado
Camila,F,,Diretor (CTO),22000.72,Divorciado
Antonio,M,36.0,Gerente de TI,,Solteiro
Fernando,M,62.0,Engenheiro de Petróleo,,Divorciado
Camila,F,47.0,Gerente de TI,,Divorciado
Guilherme,M,35.0,Arquiteto,,Solteiro
Marcos,M,,Advogado,13669.8,Solteiro
Jose,M,59.0,Farmacêutico,,Viúvo
Thiago,M,,Piloto,3467.74,Solteiro
Matheus,M,,Médico,18509.28,Viúvo
Fabiana,F,35.0,Analista de Sistemas,,Casado
Rafael,F,21.0,Gerente,,Viúvo
Joao,M,60.0,Diretor (CTO),,Solteiro
Maria,M,,Médico,3485.64,Solteiro
Gustavo,M,62.0,Gerente,,Casado
Ana,M,,Cientista de Dados,4253.07,Viúvo
Antonio,M,,Programador,3140.34,Casado
Vanessa,M,33.0,Engenheiro,,Solteiro
Gabriel,M,,Veterinário,11547.48,Viúvo
Mariana,M,,Gerente de TI,3074.7,Solteiro
Marcia,M,18.0,Advogado,,Solteiro
Paula,F,,Dentista,22090.12,Divorciado
Fernando,F,64.0,Advogado,,Casado
Gustavo,M,49.0,Médico,,Solteiro
Diego,F,,Gerente de Vendas,,Divorciado
Luiz,F,49.0,Veterinário,,Viúvo
Sandra,F,,Piloto,19779.57,Divorciado
Pedro,F,49.0,Veterinário,,Viúvo
Pedro,M,59.0,Consultor,,Divorciado
Amanda,F,44.0,Programador,,Casado
Lucas,M,28.0,Gerente,,Divorciado
João,M,,Veterinário,16110.02,Casado
Amanda,M,,Diretor (CTO),13986.61,Casado
Diego,F,24.0,Arquiteto,,Casado
Marcelo,M,38.0,Médico,,Casado
Francisco,F,,Médico,12705.47,Solteiro
Amanda,M,,Engenheiro de Petróleo,17492.48,Solteiro
Marcos,F,65.0,Advogado,,Solteiro
Aline,F,30.0,Piloto,,Solteiro
Rodrigo,F,,Dentista,8063.96,Casado
Marcelo,F,54.0,Cientista de Dados,,Divorciado
Rafael,M,38.0,Programador,,Casado
Anderson,F,38.0,Gerente,,Solteiro
Ana,M,,Dentista,9503.83,Viúvo
João,F,60.0,Programador,,Casado
Carla,M,57.0,Cientista de Dados,,Divorciado
Eliane,M,37.0,Programador,,Casado
Joao,F,,Engenheiro de Petróleo,11368.03,Divorciado
João,F,58.0,Gerente de TI,,Divorciado
Paulo,M,,Advogado,20061.7,Solteiro
Rafael,M,48.0,Veterinário,,Viúvo
Lucas,F,21.0,Programador,,Casado
Renata,M,,Veterinário,10494.25,Viúvo
Maria,M,,Piloto,18318.05,Solteiro
Juliana,F,,Diretor Executivo (CEO),5509.84,Divorciado
Daniel,F,62.0,Consultor,,Solteiro
Eduardo,F,,Gerente,16752.21,Casado
Fabiana,M,,Arquiteto,14521.29,Casado
Fatima,M,,Médico,14623.08,Solteiro
Renata,F,65.0,Arquiteto,,Divorciado
Camila,M,,Médico,3912.21,Viúvo
Thiago,M,,Gerente de Vendas,7383.78,Viúvo
Antonio,F,,Engenheiro de Petróleo,19528.38,Divorciado
Luana,F,,Veterinário,6155.98,Divorciado
Leandro,M,,Engenheiro de Petróleo,5534.24,Casado
Ana,F,,Diretor (CTO),17788.04,Viúvo
Fernando,M,64.0,Cientista de Dados,,Divorciado
Felipe,M,20.0,Consultor,,Casado
Francisco,F,,Programador,17600.89,Divorciado
Francisco,F,42.0,Gerente,,Viúvo
Lucas,F,,Farmacêutico,6314.67,Solteiro
Adriana,M,60.0,Gerente,,Divorciado
Fernanda,F,28.0,Engenheiro,,Divorciado
Patricia,F,33.0,Gerente,,Solteiro
Ana Paula,F,51.0,Farmacêutico,,Divorciado
Jose,F,,Advogado,7305.39,Casado
Bruna,F,,Cientista de Dados,3888.11,Casado
Marcia,F,51.0,Veterinário,,Viúvo
Eliane,F,64.0,Farmacêutico,,Viúvo
Aline,M,46.0,Analista de Sistemas,,Viúvo
Marcelo,F,,Gerente de TI,21861.91,Divorciado
Ana,F,,Advogado,7161.98,Divorciado
Carlos,F,53.0,Engenheiro,,Viúvo
Carlos,F,51.0,Engenheiro,,Viúvo
Paulo,F,48.0,Gerente,,Casado
Diego,F,54.0,Veterinário,,Viúvo
Thiago,F,18.0,Dentista,,Viúvo
Juliana,F,64.0,Advogado,,Viúvo
Luciana,M,31.0,Engenheiro,,Solteiro
Marcos,F,53.0,Programador,,Divorciado
Sandra,F,,Arquiteto,16079.22,Casado
Matheus,F,62.0,Diretor (CTO),,Divorciado
Fernanda,M,22.0,Veterinário,,Casado
Vanessa,F,51.0,Engenheiro,,Divorciado
Patricia,M,,Piloto,14851.48,Casado
Ana Paula,M,,Diretor (CTO),6743.11,Casado
João,M,,Médico,12170.61,Divorciado
Diego,M,,Cientista de Dados,6734.06,Viúvo
Luana,F,18.0,Arquiteto,,Casado
Eduardo,M,,Advogado,17774.6,Divorciado
Adriana,F,,Programador,4976.02,Divorciado
Eliane,F,57.0,Gerente de TI,,Solteiro
Eduardo,M,,Engenheiro de Petróleo,12849.77,Casado
Camila,F,18.0,Engenheiro de Petróleo,,Divorciado
Fernando,F,28.0,Engenheiro,,Viúvo
Marcelo,M,,Advogado,20102.92,Solteiro
Antonio,F,,Engenheiro,15301.92,Solteiro
Daniel,F,,Dentista,17027.89,Viúvo
Pedro,M,,Arquiteto,20805.69,Viúvo
Bruna,F,40.0,Farmacêutico,,Casado
Marcelo,M,42.0,Dentista,,Viúvo
Luiz,F,49.0,Veterinário,,Divorciado
Jessica,F,,Engenheiro de Petróleo,21306.32,Solteiro
Sandra,M,47.0,Farmacêutico,,Divorciado
Pedro,F,63.0,Piloto,,Divorciado
Juliana,F,25.0,Farmacêutico,,Divorciado
Luana,F,60.0,Engenheiro de Petróleo,,Solteiro
Eduardo,M,58.0,Gerente de Vendas,,Divorciado
Carlos,M,,Consultor,11385.38,Divorciado
Claudia,M,,Veterinário,15048.47,Divorciado
Gabriel,M,45.0,Diretor Executivo (CEO),,Solteiro
Renata,F,30.0,Diretor Executivo (CEO),,Solteiro
Jose,M,44.0,Dentista,,Casado
Luciana,F,36.0,Gerente,,Solteiro
Raquel,M,44.0,Dentista,,Solteiro
Eliane,F,,Veterinário,11766.04,Casado
Luiz,M,,Veterinário,13960.04,Viúvo
Felipe,F,,Programador,9292.7,Viúvo
Leonardo,F,,Advogado,10888.38,Divorciado
